method,offset,target
<com.autostart.AutoStartActivity: void showMainScreen(boolean)>,0,<com.autostart.AutoStartActivity: void showMainScreen(boolean)>
<com.autostart.AutoStartActivity: android.content.pm.PackageManager getPackageManager()>,0,<android.content.ContextWrapper: android.content.pm.PackageManager getPackageManager()>
<com.autostart.AutoStartActivity: android.content.Context getApplicationContext()>,0,<android.content.ContextWrapper: android.content.Context getApplicationContext()>
<android.app.Activity: void onResume()>,0,<android.app.Activity: void onResume()>
<com.autostart.AutoStartActivity: void addToAppList(com.autostart.AutoStartActivity$PInfo)>,0,<com.autostart.AutoStartActivity: void addToAppList(com.autostart.AutoStartActivity$PInfo)>
$r7 = new android.widget.LinearLayout,0,<android.view.View: void <clinit>()>
<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>,0,<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>
<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>,0,<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>
<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>,0,<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>
<android.widget.TextView: void <init>(android.content.Context)>,0,<android.widget.TextView: void <init>(android.content.Context)>
"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>",0,"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>"
"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>",0,"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>"
"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>",0,"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>"
"<android.widget.TextView: void setPadding(int,int,int,int)>",0,"<android.widget.TextView: void setPadding(int,int,int,int)>"
<android.widget.TextView: void setTextColor(int)>,0,<android.widget.TextView: void setTextColor(int)>
<android.widget.TextView: void setTextSize(float)>,0,<android.widget.TextView: void setTextSize(float)>
<android.widget.TextView: void setLayoutParams(android.view.ViewGroup$LayoutParams)>,0,<android.view.View: void setLayoutParams(android.view.ViewGroup$LayoutParams)>
<android.widget.TextView: void setText(java.lang.CharSequence)>,0,<android.widget.TextView: void setText(java.lang.CharSequence)>
<android.widget.TextView: void setTag(java.lang.Object)>,0,<android.view.View: void setTag(java.lang.Object)>
<android.widget.TextView: void setOnClickListener(android.view.View$OnClickListener)>,0,<android.view.View: void setOnClickListener(android.view.View$OnClickListener)>
"<android.widget.TextView: void setPadding(int,int,int,int)>",0,"<android.widget.TextView: void setPadding(int,int,int,int)>"
<android.widget.TextView: void <init>(android.content.Context)>,0,<android.widget.TextView: void <init>(android.content.Context)>
<android.widget.TextView: void setText(java.lang.CharSequence)>,0,<android.widget.TextView: void setText(java.lang.CharSequence)>
<android.widget.TextView: void setTextSize(float)>,0,<android.widget.TextView: void setTextSize(float)>
<android.widget.TextView: void setTextColor(int)>,0,<android.widget.TextView: void setTextColor(int)>
<android.widget.TextView: void setTag(java.lang.Object)>,0,<android.view.View: void setTag(java.lang.Object)>
