method,offset,target
$i4 = virtualinvoke $r0.<android.media.AudioRecord: int getState()>(),0,<android.media.AudioRecord: int getState()>
virtualinvoke $r0.<android.media.AudioRecord: void release()>(),0,<android.media.AudioRecord: void release()>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
"specialinvoke $r4.<a.b: void <init>(android.content.SharedPreferences,android.content.res.Resources)>($r3, $r1)",0,"<a.b: void <init>(android.content.SharedPreferences,android.content.res.Resources)>"
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
specialinvoke r0.<android.app.Activity: void onCreate(android.os.Bundle)>($r2),0,<android.app.Activity: void onCreate(android.os.Bundle)>
virtualinvoke r0.<android.app.Activity: void setRequestedOrientation(int)>(13),0,<android.app.Activity: void setRequestedOrientation(int)>
$r1 = virtualinvoke r0.<android.app.Activity: android.content.res.Resources getResources()>(),0,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
virtualinvoke r0.<android.app.Activity: void setContentView(int)>(2131099648),0,<android.app.Activity: void setContentView(int)>
$r5 = virtualinvoke r0.<android.app.Activity: android.view.View findViewById(int)>(2131034119),0,<android.app.Activity: android.view.View findViewById(int)>
"$r3 = virtualinvoke $r1.<android.content.Context: java.lang.Object getSystemService(java.lang.String)>(""audio"")",0,<android.app.Activity: java.lang.Object getSystemService(java.lang.String)>
specialinvoke r0.<android.app.Activity: void <init>()>(),0,<android.app.Activity: void <init>()>
$i0 = virtualinvoke $r2.<a.b: int f()>(),0,<a.b: int f()>
"$i0 = staticinvoke <f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296317, 2131296316)",0,"<f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
$i1 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($r4),0,<java.lang.Integer: void <clinit>()>
$i1 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($r3),0,<java.lang.Integer: int parseInt(java.lang.String)>
$i1 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($r4),0,<java.lang.Integer: int parseInt(java.lang.String)>
$i1 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($r3),0,<java.lang.Integer: void <clinit>()>
$z0 = virtualinvoke $r2.<a.b: boolean e()>(),0,<a.b: boolean e()>
"$z0 = staticinvoke <f.f: boolean a(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296306, 2131296305)",0,"<f.f: boolean a(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
$z0 = staticinvoke <java.lang.Boolean: boolean parseBoolean(java.lang.String)>($r4),0,<java.lang.Boolean: void <clinit>()>
$z0 = staticinvoke <java.lang.Boolean: boolean parseBoolean(java.lang.String)>($r4),0,<java.lang.Boolean: boolean parseBoolean(java.lang.String)>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
$f0 = virtualinvoke $r2.<a.b: float m()>(),0,<a.b: float m()>
"$f0 = staticinvoke <f.f: float c(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296360, 2131296359)",0,"<f.f: float c(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
$f0 = staticinvoke <java.lang.Float: float parseFloat(java.lang.String)>($r4),0,<java.lang.Float: void <clinit>()>
$f0 = staticinvoke <java.lang.Float: float parseFloat(java.lang.String)>($r3),0,<java.lang.Float: float parseFloat(java.lang.String)>
$f0 = staticinvoke <java.lang.Float: float parseFloat(java.lang.String)>($r4),0,<java.lang.Float: float parseFloat(java.lang.String)>
$f0 = staticinvoke <java.lang.Float: float parseFloat(java.lang.String)>($r3),0,<java.lang.Float: void <clinit>()>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
$r4 = virtualinvoke $r3.<b.b: c.c n()>(),0,<b.b: c.c n()>
virtualinvoke $r3.<b.b: void y(c.c)>($r2),0,<b.b: void y(c.c)>
$r2 = virtualinvoke $r1.<a.b: c.c k()>(),0,<a.b: c.c k()>
$r5 = staticinvoke <b.b: c.c o(java.lang.String)>($r3),0,<b.b: void <clinit>()>
$r5 = staticinvoke <b.b: c.c o(java.lang.String)>($r3),0,<b.b: c.c o(java.lang.String)>
$r0 = <b.b: java.util.HashMap q>,0,<b.b: void <clinit>()>
$r1 = virtualinvoke $r0.<java.util.HashMap: java.lang.Object get(java.lang.Object)>($r2),0,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
$f1 = virtualinvoke $r2.<b.b: float m()>(),0,<b.b: float m()>
virtualinvoke $r2.<b.b: void w(float)>($f0),0,<b.b: void w(float)>
"specialinvoke $r1.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""must be within (0, 1]"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
$f0 = virtualinvoke $r1.<a.b: float h()>(),0,<a.b: float h()>
"$f0 = staticinvoke <f.f: float b(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296325, 2131296324)",0,"<f.f: float b(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
$f0 = staticinvoke <java.lang.Float: float parseFloat(java.lang.String)>($r4),0,<java.lang.Float: void <clinit>()>
$f0 = staticinvoke <java.lang.Float: float parseFloat(java.lang.String)>($r4),0,<java.lang.Float: float parseFloat(java.lang.String)>
$l2 = virtualinvoke $r2.<b.b: long p()>(),0,<b.b: long p()>
virtualinvoke $r2.<b.b: void z(long)>($l0),0,<b.b: void z(long)>
"specialinvoke $r1.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""must be positive"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
$i1 = virtualinvoke $r1.<a.b: int l()>(),0,<a.b: int l()>
"$i0 = staticinvoke <f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296351, 2131296350)",0,"<f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
virtualinvoke $r1.<b.b: void A(d.i)>($r2),0,<b.b: void A(d.i)>
"specialinvoke $r3.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""must not be null"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
$r2 = virtualinvoke $r3.<a.b: d.i n()>(),0,<a.b: d.i n()>
$r5 = staticinvoke <b.b: d.i q(java.lang.String)>($r3),0,<b.b: void <clinit>()>
$r5 = staticinvoke <b.b: d.i q(java.lang.String)>($r3),0,<b.b: d.i q(java.lang.String)>
$r0 = <b.b: java.util.HashMap r>,0,<b.b: void <clinit>()>
$r1 = virtualinvoke $r0.<java.util.HashMap: java.lang.Object get(java.lang.Object)>($r2),0,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
$i2 = virtualinvoke $r1.<b.b: int i()>(),0,<b.b: int i()>
$i2 = virtualinvoke $r1.<b.b: int h()>(),0,<b.b: int h()>
$z0 = virtualinvoke $r1.<b.b: boolean r()>(),0,<b.b: boolean r()>
"virtualinvoke $r1.<b.b: void u(int,int)>($i0, $i1)",0,"<b.b: void u(int,int)>"
$z0 = staticinvoke <h.a: boolean e(int)>($i0),0,<h.a: void <clinit>()>
$z0 = staticinvoke <h.a: boolean e(int)>($i0),0,<h.a: boolean e(int)>
$r1 = new h.a$c,0,<h.a$c: void <clinit>()>
$i0 = staticinvoke <h.a: int f(int)>($i0),0,<h.a: int f(int)>
$i0 = staticinvoke <h.a: int a()>(),0,<h.a: int a()>
$r2 = staticinvoke <java.util.concurrent.Executors: java.util.concurrent.ExecutorService newCachedThreadPool(java.util.concurrent.ThreadFactory)>($r1),0,<java.util.concurrent.Executors: java.util.concurrent.ExecutorService newCachedThreadPool(java.util.concurrent.ThreadFactory)>
$r0 = staticinvoke <java.util.concurrent.Executors: java.util.concurrent.ThreadFactory defaultThreadFactory()>(),0,<java.util.concurrent.Executors: java.util.concurrent.ThreadFactory defaultThreadFactory()>
$d0 = staticinvoke <java.lang.Math: double log(double)>($d0),0,<java.lang.Math: double log(double)>
"$d0 = staticinvoke <java.lang.Math: double pow(double,double)>(2.0, $d0)",0,"<java.lang.Math: double pow(double,double)>"
$d0 = staticinvoke <java.lang.Math: double floor(double)>($d0),0,<java.lang.Math: double floor(double)>
$d1 = staticinvoke <java.lang.Math: double log(double)>(2.0),0,<java.lang.Math: double log(double)>
$r0 = staticinvoke <java.lang.Runtime: java.lang.Runtime getRuntime()>(),0,<java.lang.Runtime: java.lang.Runtime getRuntime()>
"specialinvoke $r0.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""x must be greater or equal 1"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
specialinvoke $r0.<h.a$b: void <init>(h.a$a)>(null),0,<h.a$b: void <init>(h.a$a)>
specialinvoke r0.<h.a$b: void <init>()>(),0,<h.a$b: void <init>()>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
specialinvoke $r1.<h.a$c: void <init>(java.lang.Thread$UncaughtExceptionHandler)>($r0),0,<h.a$c: void <init>(java.lang.Thread$UncaughtExceptionHandler)>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
"specialinvoke $r2.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""insufficient size for decimationCount"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r2.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""decimationCount must be non-negative"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r2.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""size must be a power of 2"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r2.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""size must be positive"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r1.<java.lang.IllegalStateException: void <init>(java.lang.String)>(""must not be running"")",0,<java.lang.IllegalStateException: void <init>(java.lang.String)>
$z0 = virtualinvoke r0.<b.b: boolean r()>(),0,<b.b: boolean r()>
$i0 = virtualinvoke $r2.<a.b: int c()>(),0,<a.b: int c()>
$i1 = virtualinvoke $r2.<a.b: int b()>(),0,<a.b: int b()>
"$i0 = staticinvoke <f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296292, 2131296290)",0,"<f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
"$i1 = staticinvoke <f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296288, 2131296286)",0,"<f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
"$i0 = staticinvoke <java.lang.Math: int max(int,int)>(0, $i0)",0,"<java.lang.Math: int max(int,int)>"
"$i0 = staticinvoke <java.lang.Math: int min(int,int)>($i0, $i1)",0,"<java.lang.Math: int min(int,int)>"
$i0 = virtualinvoke r0.<a.b: int c()>(),0,<a.b: int c()>
virtualinvoke $r1.<b.b: void x(boolean)>($z0),0,<b.b: void x(boolean)>
$z0 = virtualinvoke $r2.<a.b: boolean j()>(),0,<a.b: boolean j()>
"$z0 = staticinvoke <f.f: boolean a(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296332, 2131296331)",0,"<f.f: boolean a(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
$i0 = virtualinvoke $r3.<b.b: int i()>(),0,<b.b: int i()>
$i1 = virtualinvoke $r3.<b.b: int h()>(),0,<b.b: int h()>
$i2 = virtualinvoke $r3.<b.b: int l()>(),0,<b.b: int l()>
$z0 = virtualinvoke $r1.<a.b: boolean d()>(),0,<a.b: boolean d()>
$i1 = virtualinvoke $r1.<b.b: int k()>(),0,<b.b: int k()>
$z0 = virtualinvoke $r1.<b.b: boolean r()>(),0,<b.b: boolean r()>
virtualinvoke $r1.<b.b: void v(int)>($i0),0,<b.b: void v(int)>
"$z0 = staticinvoke <f.b: boolean e(int,int,int,int)>($i0, $i1, 16, 2)",0,<f.b: void <clinit>()>
"staticinvoke <android.util.Log: int d(java.lang.String,java.lang.String)>(""AudioFft"", $r4)",0,"<android.util.Log: int d(java.lang.String,java.lang.String)>"
"$r4 = staticinvoke <java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>(""setSampleRate: asked:%d got:%d"", $r2)",0,"<java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>"
$r3 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i1),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
$r3 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i1),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
"$i0 = staticinvoke <f.b: int c(android.media.AudioManager,int,int,int)>($r1, $i0, 16, 2)",0,"<f.b: int c(android.media.AudioManager,int,int,int)>"
"$z0 = staticinvoke <f.b: boolean e(int,int,int,int)>($i0, $i1, 16, 2)",0,"<f.b: boolean e(int,int,int,int)>"
"$r4 = staticinvoke <java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>(""setSampleRate: asked:%d got:%d"", $r2)",0,<java.lang.String: void <clinit>()>
$r3 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i1),0,<java.lang.Integer: void <clinit>()>
"$i0 = staticinvoke <f.b: int c(android.media.AudioManager,int,int,int)>($r1, $i0, 16, 2)",0,<f.b: void <clinit>()>
"specialinvoke $r7.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""must be non-negative"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r6.<java.lang.IllegalStateException: void <init>(java.lang.String)>(""must not be running"")",0,<java.lang.IllegalStateException: void <init>(java.lang.String)>
$z0 = virtualinvoke r0.<b.b: boolean r()>(),0,<b.b: boolean r()>
$i0 = virtualinvoke $r2.<a.b: int g()>(),0,<a.b: int g()>
"$i0 = staticinvoke <f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296322, 2131296319)",0,"<f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
$i1 = virtualinvoke $r1.<b.b: int j()>(),0,<b.b: int j()>
$z0 = virtualinvoke $r1.<b.b: boolean r()>(),0,<b.b: boolean r()>
virtualinvoke $r1.<b.b: void t(int)>($i0),0,<b.b: void t(int)>
"$z0 = staticinvoke <f.b: boolean d(int,int,int)>($i0, 16, 2)",0,<f.b: void <clinit>()>
"staticinvoke <android.util.Log: int d(java.lang.String,java.lang.String)>(""AudioFft"", $r3)",0,"<android.util.Log: int d(java.lang.String,java.lang.String)>"
"$r3 = staticinvoke <java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>(""setAudioSource: asked:%d got:%d"", $r1)",0,"<java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>"
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i0),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i0),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
"$z0 = staticinvoke <f.b: boolean d(int,int,int)>($i0, 16, 2)",0,"<f.b: boolean d(int,int,int)>"
"$r3 = staticinvoke <java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>(""setAudioSource: asked:%d got:%d"", $r1)",0,<java.lang.String: void <clinit>()>
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i0),0,<java.lang.Integer: void <clinit>()>
$r0 = <f.b: int[] a>,0,<f.b: void <clinit>()>
"$z0 = staticinvoke <f.b: boolean e(int,int,int,int)>($i3, $i5, 16, 2)",0,"<f.b: boolean e(int,int,int,int)>"
"specialinvoke $r4.<java.lang.IllegalStateException: void <init>(java.lang.String)>(""must not be running"")",0,<java.lang.IllegalStateException: void <init>(java.lang.String)>
$z0 = virtualinvoke r0.<b.b: boolean r()>(),0,<b.b: boolean r()>
virtualinvoke r0.<b.b: void v(int)>($i0),0,<b.b: void v(int)>
$i0 = virtualinvoke $r2.<a.b: int a()>(),0,<a.b: int a()>
"$i0 = staticinvoke <f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296270, 2131296268)",0,"<f.f: int d(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
$z0 = virtualinvoke $r5.<a.b: boolean i()>(),0,<a.b: boolean i()>
"$z0 = staticinvoke <f.f: boolean a(android.content.SharedPreferences,android.content.res.Resources,int,int)>($r2, $r1, 2131296328, 2131296327)",0,"<f.f: boolean a(android.content.SharedPreferences,android.content.res.Resources,int,int)>"
virtualinvoke $r1.<b.b: void D()>(),0,<b.b: void D()>
virtualinvoke $r1.<b.b: void B()>(),0,<b.b: void B()>
virtualinvoke $r1.<b.b: void D()>(),0,<b.b: void D()>
$z0 = virtualinvoke $r1.<b.b: boolean r()>(),0,<b.b: boolean r()>
$r1 = new b.c,0,<b.c: void <clinit>()>
"specialinvoke $r6.<java.lang.IllegalStateException: void <init>(java.lang.String)>(""Already started"")",0,<java.lang.IllegalStateException: void <init>(java.lang.String)>
"specialinvoke $r4.<b.b$b: void <init>(b.b,b.b$a)>(r0, null)",0,"<b.b$b: void <init>(b.b,b.b$a)>"
virtualinvoke $r4.<java.lang.Thread: void start()>(),0,<java.lang.Thread: void start()>
virtualinvoke $r4.<java.lang.Thread: void start()>(),0,<b.b$b: void run()>
$i0 = staticinvoke <b.b: int a(b.b)>($r3),0,<b.b: void <clinit>()>
staticinvoke <java.lang.Thread: void sleep(long)>(0L),0,<java.lang.Thread: void sleep(long)>
$r7 = staticinvoke <b.b: b.b$c e(b.b)>($r3),0,<b.b: b.b$c e(b.b)>
$r6 = staticinvoke <b.b: b.c d(b.b)>($r3),0,<b.b: b.c d(b.b)>
$r5 = staticinvoke <b.b: c.c c(b.b)>($r3),0,<b.b: c.c c(b.b)>
$r4 = staticinvoke <b.b: android.media.AudioRecord b(b.b)>($r3),0,<b.b: android.media.AudioRecord b(b.b)>
$i0 = staticinvoke <b.b: int a(b.b)>($r3),0,<b.b: int a(b.b)>
$r4 = staticinvoke <b.b: android.media.AudioRecord b(b.b)>($r3),0,<b.b: void <clinit>()>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
specialinvoke r0.<b.b$b: void <init>(b.b)>($r1),0,<b.b$b: void <init>(b.b)>
specialinvoke r0.<java.lang.Thread: void <init>()>(),0,<java.lang.Thread: void <init>()>
"specialinvoke $r1.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
"specialinvoke $r3.<b.b$c: void <init>(b.b,b.b$a)>(r0, null)",0,"<b.b$c: void <init>(b.b,b.b$a)>"
virtualinvoke $r3.<java.lang.Thread: void start()>(),0,<java.lang.Thread: void start()>
virtualinvoke $r3.<java.lang.Thread: void start()>(),0,<b.b$c: void run()>
$l2 = staticinvoke <b.b: long f(b.b)>($r4),0,<b.b: void <clinit>()>
"staticinvoke <java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Object,int,int)>($r3, 0, $r2, 0, $i4)",0,"<java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Object,int,int)>"
"staticinvoke <java.util.Arrays: void fill(float[],float)>($r3, $f1)",0,"<java.util.Arrays: void fill(float[],float)>"
$r6 = staticinvoke <b.b: b.c d(b.b)>($r4),0,<b.b: b.c d(b.b)>
$r6 = staticinvoke <b.b: b.c d(b.b)>($r4),0,<b.b: b.c d(b.b)>
$f0 = staticinvoke <b.b: float g(b.b)>($r4),0,<b.b: float g(b.b)>
staticinvoke <b.e: void a(float[])>($r2),0,<b.e: void a(float[])>
$l2 = staticinvoke <android.os.SystemClock: long currentThreadTimeMillis()>(),0,<android.os.SystemClock: long currentThreadTimeMillis()>
$r6 = staticinvoke <b.b: b.c d(b.b)>($r4),0,<b.b: b.c d(b.b)>
$l1 = staticinvoke <android.os.SystemClock: long currentThreadTimeMillis()>(),0,<android.os.SystemClock: long currentThreadTimeMillis()>
"staticinvoke <java.util.Arrays: void fill(float[],float)>($r2, $f0)",0,"<java.util.Arrays: void fill(float[],float)>"
$r6 = staticinvoke <b.b: b.c d(b.b)>($r4),0,<b.b: b.c d(b.b)>
$r6 = staticinvoke <b.b: b.c d(b.b)>($r4),0,<b.b: b.c d(b.b)>
$l0 = staticinvoke <android.os.SystemClock: long elapsedRealtime()>(),0,<android.os.SystemClock: long elapsedRealtime()>
staticinvoke <java.lang.Thread: void sleep(long)>($l1),0,<java.lang.Thread: void sleep(long)>
$l2 = staticinvoke <b.b: long f(b.b)>($r4),0,<b.b: long f(b.b)>
$l1 = staticinvoke <android.os.SystemClock: long elapsedRealtime()>(),0,<android.os.SystemClock: long elapsedRealtime()>
"staticinvoke <java.lang.System: void arraycopy(java.lang.Object,int,java.lang.Object,int,int)>($r3, 0, $r2, 0, $i4)",0,<java.lang.System: void <clinit>()>
staticinvoke <b.e: void a(float[])>($r2),0,<b.e: void <clinit>()>
$f0 = <b.e: float a>,0,<b.e: void <clinit>()>
$d0 = staticinvoke <java.lang.Math: double log10(double)>($d0),0,<java.lang.Math: double log10(double)>
"specialinvoke r0.<b.b$c: void b(float[],float[],float)>($r3, $r2, $f0)",0,"<b.b$c: void b(float[],float[],float)>"
specialinvoke r0.<b.b$c: void <init>(b.b)>($r1),0,<b.b$c: void <init>(b.b)>
specialinvoke $r2.<java.util.concurrent.Semaphore: void <init>(int)>(0),0,<java.util.concurrent.Semaphore: void <init>(int)>
specialinvoke r0.<java.lang.Thread: void <init>()>(),0,<java.lang.Thread: void <init>()>
"specialinvoke $r1.<b.c: void <init>(int,int)>($i1, $i0)",0,"<b.c: void <init>(int,int)>"
virtualinvoke $r1.<b.c: void f(boolean)>($z0),0,<b.c: void f(boolean)>
virtualinvoke $r1.<b.c: void g(d.i)>($r2),0,<b.c: void g(d.i)>
$r1 = <d.f: d.f a>,0,<d.f: void <clinit>()>
"$r4 = staticinvoke <java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int[])>(class ""F"", $r3)",0,"<java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int[])>"
"$i2 = staticinvoke <b.c: int e(int,int)>($i0, $i1)",0,"<b.c: int e(int,int)>"
$r2 = new b.d,0,<b.d: void <clinit>()>
"$i2 = staticinvoke <b.c: int e(int,int)>($i0, $i1)",0,<b.c: void <clinit>()>
"specialinvoke $r3.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""must not be null"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r8.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""must be non-negative"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r8.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""must be positive"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r2.<b.d: void <init>(int,int)>($i0, $i1)",0,"<b.d: void <init>(int,int)>"
$z0 = staticinvoke <b.d: boolean d(int)>($i0),0,<b.d: void <clinit>()>
"$r2 = staticinvoke <java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int[])>(class ""F"", $r1)",0,"<java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int[])>"
$z0 = staticinvoke <b.d: boolean d(int)>($i0),0,<b.d: boolean d(int)>
"specialinvoke $r9.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""insufficient size for decimationCount"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r9.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""decimationCount must be non-negative"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r9.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""size must be a power of 2"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r9.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""size must be positive"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
specialinvoke $r8.<g.a: void <init>(int)>($i0),0,<g.a: void <init>(int)>
$z0 = staticinvoke <h.a: boolean e(int)>($i0),0,<h.a: void <clinit>()>
"staticinvoke <g.a: void x(int,float[],int,int[])>($i0, $r2, $i1, $r1)",0,"<g.a: void x(int,float[],int,int[])>"
"staticinvoke <g.a: void z(int,int[],float[])>($i0, $r1, $r2)",0,"<g.a: void z(int,int[],float[])>"
$d0 = staticinvoke <java.lang.Math: double ceil(double)>($d0),0,<java.lang.Math: double ceil(double)>
$d1 = staticinvoke <java.lang.Math: double log(double)>(2.0),0,<java.lang.Math: double log(double)>
$d0 = staticinvoke <java.lang.Math: double log(double)>($d0),0,<java.lang.Math: double log(double)>
$z0 = staticinvoke <h.a: boolean e(int)>($i0),0,<h.a: boolean e(int)>
$d0 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
$d0 = staticinvoke <java.lang.Math: double sin(double)>($d0),0,<java.lang.Math: double sin(double)>
$d1 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
$d0 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
$d0 = staticinvoke <java.lang.Math: double sin(double)>($d0),0,<java.lang.Math: double sin(double)>
$d1 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
$d0 = staticinvoke <java.lang.Math: double sin(double)>($d0),0,<java.lang.Math: double sin(double)>
$d1 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
$d0 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
$d0 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
"staticinvoke <g.a: void y(int,int[])>($i0, $r0)",0,"<g.a: void y(int,int[])>"
$d0 = staticinvoke <java.lang.Math: double sin(double)>($d0),0,<java.lang.Math: double sin(double)>
$d1 = staticinvoke <java.lang.Math: double cos(double)>($d0),0,<java.lang.Math: double cos(double)>
"specialinvoke $r3.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""n must be a power of 2"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
"specialinvoke $r3.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>(""n must be greater than 0"")",0,<java.lang.IllegalArgumentException: void <init>(java.lang.String)>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
specialinvoke $r7.<b.d$b: void <init>(b.d$a)>(null),0,<b.d$b: void <init>(b.d$a)>
specialinvoke r0.<b.d$b: void <init>()>(),0,<b.d$b: void <init>()>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
interfaceinvoke $r7.<d.i: void a(float[])>($r6),0,<d.f: void a(float[])>
