method,offset,target
"staticinvoke <java.util.Arrays: void fill(float[],float)>($r1, 1.0F)",0,"<java.util.Arrays: void fill(float[],float)>"
specialinvoke r0.<b.b: void C()>(),0,<b.b: void C()>
specialinvoke r0.<b.b: void E()>(),0,<b.b: void E()>
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i0),0,<java.lang.Integer: void <clinit>()>
"staticinvoke <android.util.Log: int d(java.lang.String,java.lang.String)>(""AudioFft"", $r3)",0,"<android.util.Log: int d(java.lang.String,java.lang.String)>"
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i2),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>(2),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>(16),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i0),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
$r2 = staticinvoke <java.lang.Integer: java.lang.Integer valueOf(int)>($i0),0,<java.lang.Integer: java.lang.Integer valueOf(int)>
"$i2 = staticinvoke <java.lang.Math: int max(int,int)>($i2, $i0)",0,"<java.lang.Math: int max(int,int)>"
"$i2 = staticinvoke <java.lang.Math: int max(int,int)>($i2, $i1)",0,"<java.lang.Math: int max(int,int)>"
"$i2 = staticinvoke <android.media.AudioRecord: int getMinBufferSize(int,int,int)>($i2, 16, 2)",0,"<android.media.AudioRecord: int getMinBufferSize(int,int,int)>"
"specialinvoke $r5.<b.a: void <init>(java.lang.String)>(""Failed to record audio."")",0,<b.a: void <init>(java.lang.String)>
"specialinvoke $r5.<b.a: void <init>(java.lang.String)>(""Failed to initialize audio."")",0,<b.a: void <init>(java.lang.String)>
"specialinvoke $r5.<b.a: void <init>(java.lang.String,java.lang.Throwable)>(""Failed to initialize audio."", $r6)",0,"<b.a: void <init>(java.lang.String,java.lang.Throwable)>"
"specialinvoke r0.<java.lang.Exception: void <init>(java.lang.String,java.lang.Throwable)>(""Failed to initialize audio."", $r2)",0,"<java.lang.Exception: void <init>(java.lang.String,java.lang.Throwable)>"
"specialinvoke $r1.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
specialinvoke r0.<java.lang.Throwable: void <init>()>(),0,<java.lang.Throwable: void <init>()>
specialinvoke r0.<java.lang.Exception: void <init>(java.lang.String)>($r1),0,<java.lang.Exception: void <init>(java.lang.String)>
"specialinvoke $r1.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
specialinvoke r0.<java.lang.Throwable: void <init>()>(),0,<java.lang.Throwable: void <init>()>
"specialinvoke $r4.<android.media.AudioRecord: void <init>(int,int,int,int,int)>($i0, $i1, 16, 2, $i2)",0,"<android.media.AudioRecord: void <init>(int,int,int,int,int)>"
$i2 = virtualinvoke $r4.<android.media.AudioRecord: int getState()>(),0,<android.media.AudioRecord: int getState()>
virtualinvoke $r4.<android.media.AudioRecord: void startRecording()>(),0,<android.media.AudioRecord: void startRecording()>
$i2 = virtualinvoke $r4.<android.media.AudioRecord: int getRecordingState()>(),0,<android.media.AudioRecord: int getRecordingState()>
interfaceinvoke $r1.<d.i: void a(float[])>($r2),0,<d.f: void a(float[])>
specialinvoke r0.<b.b: void E()>(),0,<b.b: void E()>
virtualinvoke $r2.<b.b$c: void c()>(),0,<b.b$c: void c()>
virtualinvoke r0.<java.lang.Thread: void interrupt()>(),0,<java.lang.Thread: void interrupt()>
virtualinvoke r0.<java.lang.Thread: void join()>(),0,<java.lang.Thread: void join()>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
virtualinvoke $r1.<b.b$b: void a()>(),0,<b.b$b: void a()>
virtualinvoke r0.<java.lang.Thread: void interrupt()>(),0,<java.lang.Thread: void interrupt()>
virtualinvoke r0.<java.lang.Thread: void join()>(),0,<java.lang.Thread: void join()>
virtualinvoke $r2.<b.b: void D()>(),0,<b.b: void D()>
$z0 = virtualinvoke $r1.<b.b: boolean r()>(),0,<b.b: boolean r()>
$z0 = virtualinvoke $r2.<b.b: boolean r()>(),0,<b.b: boolean r()>
$z0 = virtualinvoke $r3.<b.b: boolean r()>(),0,<b.b: boolean r()>
$z1 = virtualinvoke $r4.<b.b: boolean r()>(),0,<b.b: boolean r()>
$z0 = virtualinvoke $r3.<b.b: boolean r()>(),0,<b.b: boolean r()>
$r3 = virtualinvoke $r2.<java.lang.Exception: java.lang.String getMessage()>(),0,<java.lang.Throwable: java.lang.String getMessage()>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
$i0 = virtualinvoke $r1.<android.media.AudioRecord: int getState()>(),0,<android.media.AudioRecord: int getState()>
virtualinvoke $r1.<android.media.AudioRecord: void stop()>(),0,<android.media.AudioRecord: void stop()>
virtualinvoke $r1.<android.media.AudioRecord: void release()>(),0,<android.media.AudioRecord: void release()>
virtualinvoke $r1.<b.d: void f(boolean)>($z0),0,<b.d: void f(boolean)>
virtualinvoke $r5.<java.util.concurrent.Semaphore: void acquire()>(),0,<java.util.concurrent.Semaphore: void acquire()>
$r2 = virtualinvoke $r4.<b.b: float[] s(float[])>($r2),0,<org.intoorbit.spectrum.SpectrumActivity$a: float[] s(float[])>
$r3 = staticinvoke <org.intoorbit.spectrum.SpectrumActivity: org.intoorbit.spectrum.views.SpectrumView b(org.intoorbit.spectrum.SpectrumActivity)>($r2),0,<org.intoorbit.spectrum.SpectrumActivity: void <clinit>()>
$r3 = staticinvoke <org.intoorbit.spectrum.SpectrumActivity: org.intoorbit.spectrum.views.SpectrumView b(org.intoorbit.spectrum.SpectrumActivity)>($r2),0,<org.intoorbit.spectrum.SpectrumActivity: org.intoorbit.spectrum.views.SpectrumView b(org.intoorbit.spectrum.SpectrumActivity)>
$r3 = staticinvoke <org.intoorbit.spectrum.SpectrumActivity: org.intoorbit.spectrum.views.SpectrumView b(org.intoorbit.spectrum.SpectrumActivity)>($r2),0,<android.app.Activity: void <clinit>()>
$i5 = virtualinvoke $r6.<b.c: int d()>(),0,<b.c: int d()>
$i4 = virtualinvoke $r6.<b.c: int d()>(),0,<b.c: int d()>
virtualinvoke $r6.<b.c: void h(float[])>($r2),0,<b.c: void h(float[])>
$i5 = virtualinvoke $r6.<b.c: int d()>(),0,<b.c: int d()>
$i4 = virtualinvoke $r6.<b.c: int d()>(),0,<b.c: int d()>
"virtualinvoke $r3.<b.d: void g(float[],float[][])>($r4, $r5)",0,"<b.d: void g(float[],float[][])>"
"staticinvoke <java.util.Arrays: void fill(float[],float)>($r3, 0.0F)",0,"<java.util.Arrays: void fill(float[],float)>"
virtualinvoke $r8.<g.a: void A(float[])>($r3),0,<g.a: void A(float[])>
"virtualinvoke r0.<g.a: void B(float[],int)>($r1, 0)",0,"<g.a: void B(float[],int)>"
"staticinvoke <g.a: void n(int,float[],int,int[],int,float[])>($i2, $r1, 0, $r3, $i1, $r2)",0,"<g.a: void n(int,float[],int,int[],int,float[])>"
"staticinvoke <g.a: void v(float[],int)>($r1, 0)",0,"<g.a: void v(float[],int)>"
"staticinvoke <g.a: void C(int,float[],int,int,float[],int)>($i1, $r1, 0, $i2, $r2, $i3)",0,"<g.a: void C(int,float[],int,int,float[],int)>"
$i3 = staticinvoke <h.a: int b()>(),0,<h.a: void <clinit>()>
"staticinvoke <g.a: void w(float[],int)>($r0, 0)",0,"<g.a: void w(float[],int)>"
"staticinvoke <g.a: void h(float[],int)>($r0, 0)",0,"<g.a: void h(float[],int)>"
"staticinvoke <g.a: void f(float[],int)>($r0, 0)",0,"<g.a: void f(float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, 0, $r1, 0)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void g(float[],int)>($r0, 0)",0,"<g.a: void g(float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, 0, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void e(int,int[],float[],int)>($i1, $r2, $r0, 0)",0,"<g.a: void e(int,int[],float[],int)>"
"staticinvoke <g.a: void o(int,float[],int,int,float[])>($i1, $r0, 0, $i2, $r1)",0,"<g.a: void o(int,float[],int,int,float[])>"
"staticinvoke <g.a: void p(int,int,float[],int,int,float[])>($i1, 1, $r0, 0, $i2, $r1)",0,"<g.a: void p(int,int,float[],int,int,float[])>"
"staticinvoke <g.a: void s(int,float[],int,int,float[])>($i1, $r0, 0, $i2, $r1)",0,"<g.a: void s(int,float[],int,int,float[])>"
"staticinvoke <g.a: void t(int,float[],int,int,float[])>($i1, $r0, 0, $i2, $r1)",0,"<g.a: void t(int,float[],int,int,float[])>"
$l5 = staticinvoke <h.a: long c()>(),0,<h.a: long c()>
$i3 = staticinvoke <h.a: int b()>(),0,<h.a: int b()>
"staticinvoke <g.a: void m(int,float[],int,float[],int)>($i1, $r0, 0, $r1, $i3)",0,"<g.a: void m(int,float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, 0, $r1, $i0)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, 48, $r1, $i0)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, 32, $r1, $i0)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void j(float[],int,float[],int)>($r0, 16, $r1, $i0)",0,"<g.a: void j(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, 0, $r1, $i0)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, 96, $r1, $i0)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, 64, $r1, $i0)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void l(float[],int,float[],int)>($r0, 32, $r1, $i2)",0,"<g.a: void l(float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>(128, $r0, $i3, $r1, $i5)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void j(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void j(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void j(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void j(float[],int,float[],int)>"
"staticinvoke <g.a: void r(int,float[],int,float[],int)>(64, $r0, $i2, $r1, $i4)",0,"<g.a: void r(int,float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>(64, $r0, $i2, $r1, $i0)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void j(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void j(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>(64, $r0, $i5, $r1, $i0)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void j(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void j(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void j(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void j(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void r(int,float[],int,float[],int)>(64, $r0, $i5, $r1, $i4)",0,"<g.a: void r(int,float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void j(float[],int,float[],int)>($r0, $i5, $r1, $i1)",0,"<g.a: void j(float[],int,float[],int)>"
"staticinvoke <g.a: void i(float[],int,float[],int)>($r0, $i3, $r1, $i1)",0,"<g.a: void i(float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>(64, $r0, $i3, $r1, $i0)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void l(float[],int,float[],int)>($r0, $i2, $r1, $i0)",0,"<g.a: void l(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void l(float[],int,float[],int)>($r0, $i2, $r1, $i0)",0,"<g.a: void l(float[],int,float[],int)>"
"staticinvoke <g.a: void r(int,float[],int,float[],int)>(128, $r0, $i2, $r1, $i4)",0,"<g.a: void r(int,float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i2, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>(128, $r0, $i2, $r1, $i5)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i6, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i6, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void l(float[],int,float[],int)>($r0, $i6, $r1, $i0)",0,"<g.a: void l(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i6, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>(128, $r0, $i6, $r1, $i5)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void l(float[],int,float[],int)>($r0, $i6, $r1, $i0)",0,"<g.a: void l(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i6, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void l(float[],int,float[],int)>($r0, $i6, $r1, $i0)",0,"<g.a: void l(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i6, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void r(int,float[],int,float[],int)>(128, $r0, $i6, $r1, $i4)",0,"<g.a: void r(int,float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i6, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i6, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void l(float[],int,float[],int)>($r0, $i6, $r1, $i0)",0,"<g.a: void l(float[],int,float[],int)>"
"staticinvoke <g.a: void k(float[],int,float[],int)>($r0, $i3, $r1, $i1)",0,"<g.a: void k(float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>($i5, $r0, $i3, $r1, $i6)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void p(int,int,float[],int,int,float[])>($i5, $i3, $r0, $i7, $i1, $r1)",0,"<g.a: void p(int,int,float[],int,int,float[])>"
"$i3 = staticinvoke <g.a: int u(int,int,int,float[],int,int,float[])>($i5, $i4, $i6, $r0, 0, $i1, $r1)",0,"<g.a: int u(int,int,int,float[],int,int,float[])>"
"staticinvoke <g.a: void p(int,int,float[],int,int,float[])>($i5, 1, $r0, $i2, $i1, $r1)",0,"<g.a: void p(int,int,float[],int,int,float[])>"
$l5 = staticinvoke <h.a: long d()>(),0,<h.a: void <clinit>()>
staticinvoke <h.a: void h(java.util.concurrent.Future[])>($r2),0,<h.a: void h(java.util.concurrent.Future[])>
$r3 = staticinvoke <h.a: java.util.concurrent.Future g(java.lang.Runnable)>($r5),0,<h.a: java.util.concurrent.Future g(java.lang.Runnable)>
$r3 = staticinvoke <h.a: java.util.concurrent.Future g(java.lang.Runnable)>($r4),0,<h.a: java.util.concurrent.Future g(java.lang.Runnable)>
$l5 = staticinvoke <h.a: long d()>(),0,<h.a: long d()>
l0 = <h.a: long b>,0,<h.a: void <clinit>()>
i0 = <h.a: int d>,0,<h.a: void <clinit>()>
"staticinvoke <g.a: void q(int,float[],int,float[],int)>($i0, $r0, $i1, $r1, $i3)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void r(int,float[],int,float[],int)>($i0, $r0, $i3, $r1, $i5)",0,"<g.a: void r(int,float[],int,float[],int)>"
"staticinvoke <g.a: void q(int,float[],int,float[],int)>($i0, $r0, $i3, $r1, $i5)",0,"<g.a: void q(int,float[],int,float[],int)>"
"staticinvoke <g.a: void r(int,float[],int,float[],int)>($i0, $r0, $i1, $r1, $i3)",0,"<g.a: void r(int,float[],int,float[],int)>"
$r0 = <h.a: java.util.concurrent.ExecutorService a>,0,<h.a: void <clinit>()>
l0 = <h.a: long c>,0,<h.a: void <clinit>()>
"specialinvoke $r5.<g.a$b: void <init>(int,int,int,float[],float[],int)>($i9, $i3, $i0, $r0, $r1, $i2)",0,"<g.a$b: void <init>(int,int,int,float[],float[],int)>"
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
"specialinvoke $r4.<g.a$a: void <init>(int,int,int,float[],float[],int)>($i9, $i3, $i0, $r0, $r1, $i2)",0,"<g.a$a: void <init>(int,int,int,float[],float[],int)>"
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
"virtualinvoke $r6.<b.c: void c(short[],int,int)>($r1, 0, $i1)",0,"<b.c: void c(short[],int,int)>"
"virtualinvoke $r2.<b.d: void c(short[],int,int)>($r1, 0, $i1)",0,"<b.d: void c(short[],int,int)>"
"staticinvoke <b.d: void a(short[],int,float[],int,int)>($r1, $i2, $r3, $i0, $i1)",0,<b.d: void <clinit>()>
"staticinvoke <b.d: void a(short[],int,float[],int,int)>($r1, $i2, $r3, $i0, $i1)",0,"<b.d: void a(short[],int,float[],int,int)>"
"$i1 = staticinvoke <java.lang.Math: int min(int,int)>($i1, $i3)",0,"<java.lang.Math: int min(int,int)>"
"specialinvoke r0.<b.d: void b(short[],int,float[],int,int)>($r1, $i2, $r3, $i0, $i1)",0,"<b.d: void b(short[],int,float[],int,int)>"
specialinvoke r0.<b.d: void e(int)>($i1),0,<b.d: void e(int)>
"$i0 = interfaceinvoke $r1.<b.d$c: int a(float[],int,int,float[],int)>($r3, $i0, $i1, $r6, $i3)",0,"<b.d$b: int a(float[],int,int,float[],int)>"
"$i1 = virtualinvoke $r4.<android.media.AudioRecord: int read(short[],int,int)>($r1, 0, $i0)",0,"<android.media.AudioRecord: int read(short[],int,int)>"
virtualinvoke $r7.<b.b$c: void a()>(),0,<b.b$c: void a()>
virtualinvoke $r1.<java.util.concurrent.Semaphore: int drainPermits()>(),0,<java.util.concurrent.Semaphore: int drainPermits()>
virtualinvoke $r1.<java.util.concurrent.Semaphore: void release()>(),0,<java.util.concurrent.Semaphore: void release()>
virtualinvoke $r1.<b.c: void f(boolean)>($z0),0,<b.c: void f(boolean)>
$i0 = virtualinvoke $r1.<android.media.AudioRecord: int getRecordingState()>(),0,<android.media.AudioRecord: int getRecordingState()>
virtualinvoke $r2.<b.c: void g(d.i)>($r1),0,<b.c: void g(d.i)>
virtualinvoke $r0.<org.intoorbit.spectrum.SpectrumActivity: boolean onPrepareOptionsMenu(android.view.Menu)>(null),0,<org.intoorbit.spectrum.SpectrumActivity: boolean onPrepareOptionsMenu(android.view.Menu)>
virtualinvoke $r0.<org.intoorbit.spectrum.SpectrumActivity: boolean onCreateOptionsMenu(android.view.Menu)>(null),0,<org.intoorbit.spectrum.SpectrumActivity: boolean onCreateOptionsMenu(android.view.Menu)>
virtualinvoke $r0.<org.intoorbit.spectrum.SpectrumActivity: boolean onOptionsItemSelected(android.view.MenuItem)>(null),0,<org.intoorbit.spectrum.SpectrumActivity: boolean onOptionsItemSelected(android.view.MenuItem)>
virtualinvoke $r0.<org.intoorbit.spectrum.SettingsActivity: boolean onOptionsItemSelected(android.view.MenuItem)>(null),0,<org.intoorbit.spectrum.SettingsActivity: boolean onOptionsItemSelected(android.view.MenuItem)>
"virtualinvoke $r0.<org.intoorbit.spectrum.SettingsActivity: boolean isValidFragment(java.lang.String)>("""")",0,<org.intoorbit.spectrum.SettingsActivity: boolean isValidFragment(java.lang.String)>
